replicate,rho_raw,rho_bias_corrected
1151,1.907784,1.760003
1152,2.334641,2.531779
1153,2.005021,1.203649
1154,1.902109,1.841705
1155,2.178511,2.127525
1156,2.753979,1.590125
1157,1.613814,1.401475
1158,2.355364,1.675747
1159,1.839876,1.413764
1160,2.073061,1.374838
1161,2.406385,1.262016
1162,1.897163,1.789332
1163,2.221467,1.83198
1164,1.879867,1.934086
1165,1.746359,1.2247
1166,2.639121,1.916086
1167,1.833973,0.935306
1168,2.775777,2.137222
1169,2.048287,1.348574
1170,2.150282,1.70551
1171,2.514314,2.284218
1172,2.186908,3.932589
1173,2.231318,1.926615
1174,2.322915,0.875703
1175,2.627749,2.327121
1176,2.058458,6.739339
1177,2.104688,0.696256
1178,2.428073,1.553624
1179,2.204909,1.817008
1180,1.91456,2.027742
1181,2.162543,1.722862
1182,1.886308,0.811177
1183,1.661898,0.886292
1184,2.485613,1.989231
1185,2.038046,0.650675
1186,2.268507,1.584389
1187,2.342231,2.500395
1188,1.928674,1.887331
1189,1.728986,1.637762
1190,2.069234,1.982264
1191,2.230985,1.51858
1192,2.363653,2.049034
1193,1.836641,0.604207
1194,2.167525,2.541379
1195,2.261994,1.035596
1196,2.403661,5.156048
1197,1.897438,1.283293
1198,2.06689,2.287248
1199,2.00724,3.134233
1200,1.940081,1.55545
1201,1.589677,1.743234
1202,2.211176,1.158505
1203,2.423351,2.0735
1204,2.021343,2.152027
1205,1.869012,1.82794
1206,2.281758,1.951628
1207,2.395333,1.772493
1208,2.045516,1.509523
1209,1.901532,0.910364
1210,1.866046,0.987563
1211,2.221868,2.394854
1212,2.277675,1.933177
1213,2.603341,3.603083
1214,2.223907,1.64428
1215,2.063534,0.929587
1216,2.913293,3.907905
1217,1.927741,0.614446
1218,1.958286,0.894474
1219,1.904799,1.382777
1220,2.348729,1.654816
1221,2.019015,1.838687
1222,2.566659,1.679913
1223,2.52544,0.947902
1224,1.935198,1.501824
1225,2.265017,1.145121
1226,1.944798,1.53593
1227,2.657009,2.554341
1228,1.785586,1.151057
1229,2.247508,2.49058
1230,1.686743,1.370438
1231,3.425768,2.243968
1232,2.5461,2.948826
1233,1.920072,1.492248
1234,1.898672,2.022274
1235,2.077877,1.805898
1236,1.967429,2.346574
1237,2.424874,4.727611
1238,1.907118,1.420565
1239,1.857056,2.183157
1240,2.375285,3.823073
1241,2.33643,1.863399
1242,2.478723,1.869104
1243,2.016617,2.136399
1244,2.031395,0.745617
1245,2.336944,1.857465
1246,2.113331,2.346416
1247,1.911827,1.582437
1248,2.103582,1.406093
1249,2.040644,1.267553
1250,1.895926,1.605449
1251,1.844284,1.041685
1252,2.092604,0.569073
1253,2.084227,5.216082
1254,2.064997,2.698232
1255,2.121673,3.780736
1256,2.007207,2.32477
1257,1.883223,2.269206
1258,2.099896,2.148412
1259,1.52172,1.58054
1260,2.501555,0.886661
1261,1.693438,2.169083
1262,1.7,0.656625
1263,2.255038,1.757154
1264,1.731942,1.527472
1265,2.091496,2.160493
1266,2.042587,2.08281
1267,2.065039,1.814848
1268,2.372021,1.576983
1269,2.257992,1.844139
1270,1.995259,0.811869
1271,2.324322,1.158566
1272,2.271919,2.07239
1273,1.806366,2.184356
1274,2.05069,1.380867
1275,1.89215,1.268033
1276,2.513757,1.083419
1277,2.133729,1.008027
1278,1.946005,1.238556
1279,1.980776,1.343859
1280,2.131766,1.502792
1281,2.10355,1.719986
1282,2.248179,1.515687
1283,2.183364,2.173635
1284,1.804758,0.767493
1285,2.363212,1.248296
1286,2.177563,2.40432
1287,1.691075,1.534975
1288,2.656731,1.287076
1289,2.093121,1.132516
1290,1.871172,0.880949
1291,2.459883,1.771079
1292,2.158491,1.98656
1293,2.65001,1.609146
1294,2.192617,1.640906
1295,1.870589,1.788654
1296,2.140325,1.629007
1297,2.178347,2.289394
1298,2.31799,2.666464
1299,1.99878,1.840643
1300,1.894518,2.117035
1301,2.131855,0.417059
1302,1.849782,2.054345
1303,2.163134,2.467555
1304,2.399653,0.530975
1305,1.963943,0.731095
1306,2.478316,2.590143
1307,2.168679,1.370668
1308,1.982193,2.572318
1309,2.151205,1.583505
1310,1.816473,1.567378
1311,2.502342,3.403622
1312,2.198761,2.576689
1313,1.883418,1.446634
1314,1.894336,2.403469
1315,2.217056,1.355623
1316,1.854248,2.50358
1317,2.353008,1.025291
1318,2.287267,1.144388
1319,2.010136,1.286132
1320,2.290264,1.639308
1321,1.502824,1.677384
1322,1.900992,1.783337
1323,2.17397,1.262081
1324,2.289461,1.615965
1325,1.756782,1.877463
1326,1.919135,2.471815
1327,1.746484,1.932048
1328,2.101483,1.193524
1329,2.006188,1.910003
1330,2.120989,1.870658
1331,2.331438,3.77808
1332,2.043723,1.282371
1333,2.231155,2.292609
1334,1.701249,1.675335
1335,1.990461,1.449923
1336,1.889736,1.545001
1337,2.13776,1.582075
1338,1.812128,1.235369
1339,2.68669,1.875689
1340,1.756555,1.344607
1341,2.016625,2.475256
1342,2.110229,1.931484
1343,2.318924,1.547446
1344,2.706841,3.563053
1345,2.25302,2.047806
1346,1.894343,1.639893
1347,1.81629,1.184713
1348,1.999921,1.407696
1349,1.870873,1.726251
1350,2.305211,1.696322
1351,1.957286,2.050565
1352,2.461487,0.947126
1353,2.274279,1.828993
1354,1.694498,1.546521
1355,2.0652,4.463875
1356,2.409321,1.795592
1357,2.045793,2.029742
1358,2.07226,1.359049
1359,1.90171,1.158439
1360,1.495616,1.085094
1361,2.082663,2.430481
1362,2.456787,2.460163
1363,2.355501,2.305041
1364,2.962949,2.64738
1365,2.564179,1.954418
1366,2.001906,1.330234
1367,2.281221,2.559718
1368,2.671518,2.648382
1369,4.37009,5.922439
1370,2.181622,1.976346
1371,1.975404,1.036728
1372,1.794088,1.653019
1373,2.037075,0.784292
1374,1.864692,1.316357
1375,2.122695,1.619903
1376,2.014781,1.926632
1377,2.05319,2.079881
1378,2.26905,1.036627
1379,2.161293,0.929243
1380,2.064796,2.536304
1381,2.029444,2.077639
1382,1.88299,1.37346
1383,1.976055,1.281685
1384,1.756986,2.009891
1385,2.028536,1.409333
1386,2.251613,1.430369
1387,2.495394,2.639808
1388,2.162515,2.659538
1389,2.202016,0.922655
1390,2.309122,2.0304
1391,1.953308,1.21484
1392,2.223424,1.305459
1393,2.823724,4.497126
1394,2.053837,1.243183
1395,2.295638,2.021816
1396,2.001299,1.078839
1397,2.374958,1.94449
1398,1.859244,1.846612
1399,2.266888,1.848352
1400,1.967463,1.590939
1401,2.752364,2.381953
1402,1.790583,2.020286
1403,2.322629,1.904042
1404,1.915993,2.224869
1405,2.169176,1.645409
1406,2.530215,1.087658
1407,1.733339,0.957297
1408,1.991755,2.143848
1409,2.22292,1.403729
1410,2.129202,1.368809
1411,2.269272,1.868286
1412,2.032314,0.534296
1413,1.565659,1.243151
1414,2.170842,2.346674
1415,2.482816,2.167124
1416,2.169559,1.044985
1417,2.261776,1.286772
1418,2.146403,1.867341
1419,2.114661,2.099672
1420,2.310143,1.123032
1421,2.297353,2.451361
1422,2.027461,1.586357
1423,1.707914,1.339101
1424,2.592221,1.555848
1425,1.87228,1.631731
1426,2.284712,1.383491
1427,1.819531,1.264972
1428,2.002233,0.882575
1429,2.044623,1.876586
1430,2.220989,1.63918
1431,2.123099,1.860871
1432,2.789697,3.608145
1433,2.320928,1.264966
1434,1.647481,1.102659
1435,1.810652,1.315532
1436,1.873489,2.579122
1437,1.635207,1.950126
1438,1.906999,2.66603
1439,2.024286,3.654401
1440,2.400386,2.139818
1441,1.669245,0.985008
1442,2.459328,1.606482
1443,2.07125,1.300865
1444,2.209563,2.95335
1445,2.32256,2.035301
1446,1.992019,2.219123
1447,2.317661,1.345172
1448,1.912286,2.353458
1449,2.016284,1.803065
1450,1.967394,0.956142
1451,2.519738,1.870488
1452,2.100752,1.921555
1453,1.947527,1.353825
1454,1.708292,1.356959
1455,2.820478,3.272915
1456,1.870936,1.458603
1457,1.849107,0.930961
1458,1.643005,1.832675
1459,2.333165,1.546002
1460,1.787764,1.177839
1461,2.339142,1.779895
1462,2.411359,2.837083
1463,2.191025,0.808872
1464,2.269348,1.547622
1465,1.838455,1.6407
1466,2.090477,1.852932
1467,1.919817,1.409481
1468,2.223149,1.812073
1469,2.034824,1.401973
1470,1.965539,1.832724
1471,2.183268,3.120672
1472,2.299634,1.532098
1473,2.009833,1.52541
1474,2.163534,1.459325
1475,1.967814,0.828499
1476,1.702116,0.801942
1477,1.801009,1.405253
1478,1.937287,3.869524
1479,1.934662,1.302924
1480,1.66164,1.211363
1481,2.033777,1.414049
1482,2.838661,2.23961
1483,2.140197,2.969938
1484,2.131995,2.131783
1485,2.501425,2.296188
1486,2.157854,2.022305
1487,1.902154,2.195919
1488,1.938722,1.029697
1489,2.469967,1.807025
1490,2.213745,3.690794
1491,2.069346,2.457859
1492,1.777474,1.006492
1493,1.777854,1.471801
1494,2.383245,1.812177
1495,1.655448,1.860183
1496,1.873667,1.59962
1497,1.959847,1.205846
1498,2.113029,1.642944
1499,1.937518,2.552111
1500,2.923857,2.349139
1501,2.145934,2.256592
1502,1.825155,1.311203
1503,1.764495,0.937088
1504,2.179654,2.18341
1505,2.617541,2.652826
1506,1.747331,2.244878
1507,2.734371,1.695208
1508,2.32184,1.343468
1509,1.819636,1.243946
1510,2.376802,1.157261
1511,2.142401,2.765736
1512,1.907208,1.504178
1513,2.005292,2.118602
1514,2.118871,2.322283
1515,1.970581,1.382901
1516,2.449741,1.346593
1517,1.789526,1.376334
1518,2.344878,0.504264
1519,2.173126,0.834007
1520,2.049702,1.254975
1521,1.555288,1.444089
1522,2.219603,1.015538
1523,1.81878,1.385664
1524,2.631731,2.236674
1525,1.955406,1.712011
1526,2.058387,1.648426
1527,2.419903,2.531332
1528,1.912337,2.920155
1529,1.847942,1.577016
1530,2.117493,1.685451
1531,2.078466,1.566939
1532,1.767419,2.337228
1533,1.85793,1.167847
1534,1.896834,2.336145
1535,2.145308,2.673944
1536,1.819817,1.061214
1537,2.139104,1.821365
1538,2.277222,1.233375
1539,2.136114,1.788465
1540,1.976892,1.856002
1541,1.915891,1.56543
1542,2.413558,1.91351
1543,2.284605,1.529233
1544,1.723317,0.563736
1545,1.86945,1.369075
1546,2.233941,2.104279
1547,2.091317,1.64058
1548,2.055273,1.647235
1549,1.994057,1.535514
1550,2.431423,2.303946
1551,2.272441,1.457902
1552,2.209733,1.465846
1553,2.289639,2.284128
1554,2.258424,1.66356
1555,1.876738,2.232696
1556,2.208443,2.448078
1557,1.977459,1.066704
1558,2.072485,1.465939
1559,2.141891,0.796438
1560,1.780284,0.907382
1561,3.001238,2.225322
1562,1.960471,1.313337
1563,1.749151,2.657842
1564,2.022067,1.329492
1565,2.26224,2.261976
1566,1.991481,1.752748
1567,2.15404,0.733551
1568,1.950988,1.151348
1569,2.019496,0.752398
1570,2.065829,2.05596
1571,1.940732,1.192945
1572,1.756562,1.266603
1573,2.169111,1.049998
1574,1.616064,1.074678
1575,2.524477,1.00214
1576,2.288933,1.491978
1577,2.353401,1.705994
1578,2.434437,2.330914
1579,1.566464,0.860964
1580,2.35767,1.395641
1581,1.947356,2.610528
1582,2.232285,1.734092
1583,2.155653,1.475809
1584,2.220157,2.41889
1585,2.297001,1.369866
1586,1.956446,1.431903
1587,1.982122,1.543542
1588,2.390836,2.65553
1589,2.291723,2.127036
1590,2.23661,1.648863
1591,2.098936,1.428573
1592,2.219952,1.441247
1593,2.047903,1.480607
1594,2.153564,2.483114
1595,2.033552,1.791855
1596,2.250063,2.413454
1597,2.259199,1.720043
1598,1.70016,0.900888
1599,2.337763,1.929888
1600,2.612387,2.06931
1601,2.135814,1.382785
1602,1.645074,1.305011
1603,2.039185,2.221657
1604,1.740897,0.587867
1605,1.570874,1.221414
1606,2.093997,1.83367
1607,2.08486,1.750262
1608,2.06222,1.579235
1609,2.076754,1.779837
1610,2.253051,1.745753
1611,2.207551,2.952007
1612,1.907123,1.402392
1613,2.129564,1.393932
1614,2.291143,2.008914
1615,1.85498,1.554562
1616,2.225743,1.17795
1617,2.178512,1.843067
1618,2.351128,1.611771
1619,1.835349,1.106009
1620,1.857761,1.091846
1621,2.2047,1.079779
1622,2.388209,1.530963
1623,2.733727,1.887288
1624,2.246432,1.436491
1625,2.18026,1.579886
1626,2.51965,2.348416
1627,2.390145,1.458138
1628,2.024115,1.377817
1629,2.196947,1.302197
1630,1.62429,1.964026
1631,2.341645,2.455374
1632,2.014907,1.225271
1633,2.044818,1.665496
1634,2.475029,1.025001
1635,2.377069,2.216989
1636,1.9701,2.442813
1637,2.287899,2.919674
1638,2.540587,4.046905
1639,1.882676,1.679255
1640,1.682867,1.364798
1641,1.849633,1.301988
1642,2.119832,1.263026
1643,1.948521,1.311687
1644,2.11556,1.279768
1645,1.85303,2.137066
1646,1.878387,1.41353
1647,1.816298,1.7075
1648,2.733547,2.022881
1649,2.243376,1.350088
1650,2.260507,2.771497
1651,2.563703,1.126458
1652,1.831005,1.155659
1653,1.750061,1.6913
1654,1.999179,1.643118
1655,2.049202,1.867229
1656,2.409682,3.517224
1657,1.830567,0.923252
1658,1.989156,1.806099
1659,2.269016,1.946485
1660,2.022247,1.266518
1661,2.401883,1.720115
1662,1.728742,1.21172
1663,1.864765,1.754748
1664,2.627886,1.782256
1665,2.000954,1.015694
1666,1.911706,1.072802
1667,2.3269,1.268822
1668,2.055833,2.083791
1669,2.022565,1.923124
1670,1.991799,2.342237
1671,2.288795,1.559517
1672,1.976485,1.698326
1673,1.99679,2.745126
1674,2.148318,2.525062
1675,1.843887,1.383298
1676,2.141404,1.90427
1677,3.17632,2.213035
1678,2.701523,2.484356
1679,2.010397,1.341286
1680,2.003596,1.500802
1681,1.847939,1.725808
1682,2.372579,2.517641
1683,2.005386,1.633274
1684,1.843073,2.271238
1685,2.126719,1.428255
1686,2.010087,1.528264
1687,2.103482,1.872615
1688,1.804405,1.559563
1689,2.22525,0.577366
1690,1.828722,1.202761
1691,2.394624,1.846794
1692,2.008881,1.29395
1693,1.67897,1.034746
1694,2.018164,1.700633
1695,1.805624,1.676667
1696,2.148594,2.254502
1697,1.659158,1.658962
1698,2.084186,1.900842
1699,2.544694,1.948287
1700,2.101584,1.58514
1701,2.113584,2.48329
1702,1.752067,1.022669
1703,2.130655,1.514208
1704,2.115348,1.791301
1705,1.785842,0.963207
1706,1.911431,0.879204
1707,2.159113,1.095206
1708,2.086428,1.483391
1709,1.947142,1.040633
1710,2.097648,1.108459
1711,2.322198,0.892252
1712,1.678698,2.220899
1713,2.42175,3.069177
1714,1.611246,0.629137
1715,2.080727,1.517805
1716,2.105724,1.363145
1717,2.513366,1.817602
1718,1.867118,1.103691
1719,2.019388,1.617255
1720,1.805408,1.58308
1721,1.725699,0.980759
1722,1.776859,1.061933
1723,2.103816,2.517772
1724,2.086359,2.642959
1725,1.588627,1.228262
1726,2.18566,1.228236
1727,2.551186,1.317257
1728,2.55469,2.168075
1729,1.689033,1.054866
1730,2.228501,1.556255
1731,1.876694,1.419122
1732,2.009349,1.817261
1733,2.587606,0.711158
1734,2.544575,2.365598
1735,2.395849,2.344221
1736,2.021464,1.662282
1737,1.936523,2.196129
1738,1.747312,2.170475
1739,1.700113,1.620003
1740,2.495558,0.916621
1741,2.153085,1.744202
1742,2.575565,1.444604
1743,1.935845,1.860755
1744,1.920294,2.467347
1745,1.823727,1.359771
1746,2.089424,1.804777
1747,1.933681,1.275695
1748,2.164887,1.671634
1749,1.991631,1.840471
1750,2.066078,2.099569
1751,1.600783,1.394178
1752,2.196757,2.140103
1753,2.619252,1.528217
1754,2.14512,1.0204
1755,1.49595,1.275079
1756,1.524804,1.413689
1757,1.936959,1.735105
1758,2.139028,0.758419
1759,1.946507,2.092616
1760,1.680173,1.407262
1761,1.973168,1.887109
1762,1.993756,1.31741
1763,2.590808,1.71266
1764,1.850576,2.150567
1765,2.260538,1.128126
1766,2.031784,0.454067
1767,1.904295,1.067766
1768,2.19067,0.912806
1769,2.016483,1.510789
1770,2.00932,2.546617
1771,2.091292,2.356328
1772,2.369701,2.227766
1773,2.525848,2.146041
1774,1.825688,1.533897
1775,1.757006,1.059335
1776,1.842432,1.67727
1777,1.716404,3.212798
1778,1.878454,0.968759
1779,1.970992,1.774259
1780,2.128793,1.328792
1781,1.960791,1.476499
1782,1.961545,1.545608
1783,2.091643,1.934968
1784,1.973654,1.481418
1785,2.222448,2.524051
1786,2.133948,1.867592
1787,1.745802,2.652028
1788,2.256714,2.403935
1789,1.961798,1.40712
1790,2.119195,1.621526
1791,1.962698,1.508686
1792,2.299948,1.295273
1793,2.414281,1.435746
1794,2.225784,1.902955
1795,2.43212,0.91734
1796,2.166866,1.336529
1797,2.28763,1.681093
1798,2.426376,2.568338
1799,2.106238,1.018159
1800,1.972732,1.992826
1801,2.112167,1.772373
1802,2.113372,0.945519
1803,2.279154,1.645012
1804,2.292341,1.785542
1805,1.790193,1.451024
1806,2.179627,3.017144
1807,1.98958,0.754577
1808,1.948845,0.74804
1809,1.889446,1.873277
1810,2.410738,3.918159
1811,1.798664,1.008844
1812,2.233585,1.464454
1813,1.84869,1.511002
1814,2.16704,1.679207
1815,2.35411,1.94009
1816,1.727314,0.893174
1817,1.775048,1.194267
1818,2.279706,1.0
1819,2.519351,1.661382
1820,2.084744,2.208671
1821,2.393542,1.162906
1822,1.991157,1.211367
1823,1.974222,0.876791
1824,1.973796,1.124038
1825,1.77557,3.997949
1826,2.396963,1.123043
1827,2.461072,2.261213
1828,2.016882,0.596715
1829,2.825492,1.554926
1830,2.116426,2.721898
1831,2.294657,0.891933
1832,1.9912,2.645558
1833,1.859431,2.229762
1834,2.110625,1.596055
1835,2.049406,2.120493
1836,1.709432,3.109368
1837,1.917822,1.398358
1838,2.147346,1.519426
1839,2.424522,2.015336
1840,1.762206,1.135056
1841,2.427394,1.648887
1842,2.107866,2.31396
1843,2.145638,2.15079
1844,1.836338,1.363038
1845,1.259271,1.183007
1846,2.001636,1.598526
1847,1.753446,1.148029
1848,2.133897,1.091963
1849,2.31757,3.15558
1850,1.93335,1.170232
1851,1.817349,1.608909
1852,1.880352,2.178468
1853,1.984149,1.781037
1854,2.18549,2.241575
1855,2.209474,5.580192
1856,1.96699,1.077997
1857,1.998836,2.739896
1858,2.239438,1.403375
1859,2.336026,2.262559
1860,2.055645,1.84731
1861,2.148082,1.052115
1862,1.981395,1.68983
1863,2.167788,1.172624
1864,1.824556,0.617564
1865,1.878783,1.044849
1866,2.712478,1.777436
1867,2.487475,2.720389
1868,1.959309,1.080089
1869,1.738345,1.436435
1870,2.120351,2.002347
1871,2.321495,2.172686
1872,1.771609,2.123324
1873,2.578794,1.699506
1874,2.219452,2.444944
1875,2.416415,1.295843
1876,2.433567,2.434254
1877,1.993012,2.211676
1878,2.387082,1.455826
1879,2.386789,1.762229
1880,1.998547,2.999704
1881,1.813971,1.778572
1882,1.963606,1.897693
1883,2.234228,2.006646
1884,2.056742,1.968792
1885,2.104742,1.463517
1886,2.042685,1.209599
1887,1.824436,0.735798
1888,2.870471,2.909362
1889,1.896998,1.568543
1890,2.245017,0.939203
1891,2.165523,0.933519
1892,1.989712,1.715112
1893,2.009241,1.08609
1894,1.754372,1.576662
1895,2.247234,2.744199
1896,2.348634,2.214274
1897,2.517496,4.476545
1898,1.815398,1.821385
1899,2.273983,1.504461
1900,2.087318,1.236026
1901,1.819201,0.815767
1902,2.188241,1.254882
1903,2.189544,1.763636
1904,2.087006,1.624814
1905,2.094223,2.880053
1906,3.006476,1.889954
1907,2.501492,3.701555
1908,1.720904,1.264207
1909,2.320028,1.985606
1910,2.075743,1.974716
1911,2.170041,2.226697
1912,1.657143,1.507597
1913,2.547706,1.805065
1914,1.741952,0.957391
1915,1.762849,1.054818
1916,1.550467,1.426086
1917,2.082234,2.887324
1918,1.645867,0.761822
1919,2.345611,1.254655
1920,2.024116,0.63015
1921,2.196307,1.766874
1922,1.964626,1.793461
1923,1.974624,1.36149
1924,3.048839,2.436318
1925,2.073875,1.944756
1926,1.983284,1.26553
1927,2.41323,2.613368
1928,2.724789,1.960314
1929,2.040614,1.582031
1930,2.615005,1.997626
1931,2.096891,1.221678
1932,1.848668,0.779257
1933,1.911973,2.609416
1934,2.004434,1.429566
1935,2.275483,1.568638
1936,1.862405,0.64516
1937,2.013741,1.840326
1938,1.790305,1.545282
1939,2.138921,1.947728
1940,2.006503,1.352622
1941,1.808445,1.312088
1942,2.424573,1.905561
1943,2.151767,0.731728
1944,2.025352,1.408568
1945,1.834067,1.065694
1946,1.712646,1.060312
1947,1.711151,1.688692
1948,1.913518,1.481513
1949,1.871175,1.881913
1950,2.049554,1.18495
1951,1.992103,1.985557
1952,2.199848,2.775351
1953,2.408578,1.401191
1954,2.155925,1.701128
1955,1.923496,0.915597
1956,1.763587,1.395909
1957,1.837036,2.134563
1958,2.331313,1.564465
1959,2.359088,1.721605
1960,2.074984,1.745604
1961,1.860599,1.633975
1962,1.889818,1.814684
1963,2.155098,1.513053
1964,2.053431,2.62662
1965,1.895774,1.438499
1966,2.119116,1.947305
1967,2.684059,3.029771
1968,2.030169,2.108284
1969,1.813546,1.381072
1970,3.018698,1.379023
1971,1.885804,1.719262
1972,2.164628,2.217741
1973,2.303653,2.584096
1974,1.969186,3.458101
1975,2.09685,1.491197
1976,2.417496,2.530227
1977,2.425048,2.572189
1978,2.000187,1.31888
1979,1.933961,1.647187
1980,2.266781,1.341804
1981,1.93728,1.063473
1982,2.090025,2.161464
1983,1.709486,1.357408
1984,1.987226,1.014369
1985,2.571812,1.815317
1986,2.16277,1.614924
1987,1.944266,1.817586
1988,1.619653,1.36181
1989,2.027316,2.092915
1990,2.239924,1.097759
1991,1.993343,0.862049
1992,1.661548,1.178464
1993,1.879613,1.80094
1994,2.399709,1.687296
1995,2.135967,1.469932
1996,2.65276,1.650951
1997,1.89765,1.830259
1998,1.889564,2.456288
1999,1.752065,1.49467
2000,1.878679,0.884665
2001,1.988961,1.2032
2002,1.875979,2.050364
2003,2.52092,1.50542
2004,1.848797,1.290583
2005,2.604619,1.3709
2006,2.332202,1.76106
2007,2.040354,1.807815
2008,2.145136,2.353034
2009,2.130748,3.251766
2010,1.983987,1.390989
2011,2.253688,1.311134
2012,2.271982,1.33792
2013,2.390225,2.299582
2014,2.709423,1.597418
2015,2.051145,1.242648
2016,1.870248,1.749557
2017,2.647263,2.201158
2018,1.640581,1.442193
2019,2.124214,1.053925
2020,1.693093,0.265352
2021,2.623128,2.064491
2022,2.2229,2.176794
2023,1.816546,1.547815
2024,1.945801,1.028102
2025,2.003859,1.640294
2026,1.774517,1.476462
2027,1.943205,1.736484
2028,1.869572,1.710252
2029,2.068462,1.089465
2030,2.227389,1.131291
2031,2.497115,1.579123
2032,2.067942,1.188925
2033,1.731564,0.787615
2034,1.749018,1.62106
2035,2.243142,1.993416
2036,2.07245,1.305374
2037,1.836533,0.864242
2038,1.935833,1.222456
2039,2.079215,1.626144
2040,1.880022,1.662553
2041,2.628212,1.373804
2042,2.078837,1.999873
2043,2.289844,1.781232
2044,1.82522,2.180695
2045,2.138622,1.059746
2046,2.578668,1.307352
2047,1.851939,1.218625
2048,2.2904,1.824724
2049,1.952212,1.486632
2050,2.154861,1.607377
2051,2.118136,2.497619
2052,2.040054,1.544612
2053,2.056005,1.220951
2054,2.280351,3.547886
2055,1.992999,2.846501
2056,2.326882,3.318292
2057,1.803673,2.217726
2058,1.926835,1.465281
2059,2.611185,2.164159
2060,2.058002,1.142514
2061,1.758787,2.985051
2062,2.461515,1.088118
2063,1.896035,0.356368
2064,1.928624,1.249669
2065,1.812641,1.453195
2066,1.985576,1.881054
2067,2.160309,1.408217
2068,1.751245,1.83345
2069,1.717644,2.426389
2070,1.945387,1.195345
2071,1.923608,0.772276
2072,1.961142,2.682282
2073,2.055996,2.443856
2074,1.945787,1.296284
2075,2.033685,1.649204
2076,2.035661,1.062996
2077,2.160697,1.920392
2078,1.792099,2.789973
2079,2.345081,2.547669
2080,2.358799,2.75955
2081,2.902025,2.274244
2082,2.722254,1.025422
2083,2.644842,1.572597
2084,2.193526,3.450766
2085,1.982196,2.024142
2086,2.229899,1.744347
2087,1.894012,2.147486
2088,2.247932,0.900952
2089,1.791082,1.910623
2090,1.717807,1.842808
2091,2.212729,2.206293
2092,1.677661,1.262879
2093,1.909012,1.823569
2094,2.246872,1.222658
2095,2.248874,1.897414
2096,1.94936,1.193333
2097,1.648185,1.478328
2098,1.975228,2.838281
2099,1.910663,1.408826
2100,2.29404,1.538835
2101,1.803105,1.134837
2102,2.075265,1.068598
2103,2.836153,1.864358
2104,1.842956,2.280925
2105,2.458713,2.185934
2106,1.919254,0.874335
2107,2.506328,2.602989
2108,1.954084,2.114517
2109,1.943529,1.691857
2110,1.885823,1.938131
2111,1.943478,0.972115
2112,2.474331,2.865679
2113,1.987725,1.001848
2114,2.013964,2.719183
2115,1.895827,1.377567
2116,2.310894,1.102627
2117,1.969034,1.464157
2118,2.024303,1.320307
2119,1.981672,1.810974
2120,1.9609,1.44031
2121,1.554442,1.619337
2122,2.45874,1.169992
2123,2.07508,1.15045
2124,1.932328,1.597486
2125,2.065971,1.592115
2126,1.992217,1.570973
2127,1.871997,0.964957
2128,1.800803,1.146713
2129,1.67455,1.235078
2130,2.09082,1.47438
2131,2.145852,1.187174
2132,2.222601,1.711955
2133,1.827149,1.432122
2134,1.947858,1.9711
2135,2.344135,2.293074
2136,1.867963,1.626145
2137,1.589992,0.708308
2138,2.372102,2.745941
2139,1.8874,1.50264
2140,2.518158,2.466821
2141,2.680374,2.335193
2142,2.177563,2.285391
2143,2.084506,1.64621
2144,2.141991,1.60144
2145,2.261621,2.105844
2146,2.549216,2.231856
2147,2.134781,1.566421
2148,2.280871,1.944428
2149,2.081585,0.838493
2150,2.178923,1.879422
2151,2.052636,2.036526
2152,1.991321,2.884708
2153,1.796199,1.690466
2154,1.971936,2.058789
2155,1.99848,1.801258
2156,1.84374,1.128308
2157,1.901663,1.691513
2158,1.950646,0.834568
2159,1.91411,1.50407
2160,1.933382,1.702848
2161,2.109942,1.505881
2162,1.680756,2.121584
2163,1.8957,2.553156
2164,1.960049,1.799124
2165,2.402037,3.757142
2166,1.694514,1.022966
2167,1.991347,1.081945
2168,2.211795,1.30714
2169,1.563944,0.926492
2170,2.039447,0.972689
2171,1.970997,2.131533
2172,2.411052,1.657405
2173,1.9153,1.512236
2174,1.880442,1.158404
2175,2.041731,0.756364
2176,2.381877,1.378416
2177,2.488777,1.886792
2178,2.500139,7.605987
2179,1.76434,1.496759
2180,1.868329,0.906669
2181,2.232049,2.244882
2182,2.085696,0.68866
2183,2.216162,1.777195
2184,2.246849,3.096188
2185,1.950664,2.354707
2186,2.097324,1.783132
2187,2.775153,1.915625
2188,2.291116,3.110778
2189,2.804983,1.149088
2190,2.573301,2.310072
2191,2.214382,1.444708
2192,1.839663,1.581813
2193,2.317711,2.077447
2194,1.864801,1.268933
2195,2.484207,1.255773
2196,1.757397,1.198885
2197,2.303787,2.772273
2198,1.890585,1.276832
2199,1.997247,1.149
2200,2.174985,1.916866
2201,1.965281,2.239648
2202,2.0933,3.066625
2203,1.906311,1.507647
2204,2.062954,1.900536
2205,1.887366,1.723825
2206,1.796247,1.095536
2207,2.092572,1.12228
2208,1.976623,1.48606
2209,2.261584,1.840563
2210,1.752353,1.034873
2211,2.137593,1.243214
2212,2.140781,1.086446
2213,2.043692,2.015961
2214,2.147421,1.309842
2215,2.648544,1.082809
2216,1.974724,1.73687
2217,1.7577,0.562145
2218,1.884097,2.018879
2219,1.919696,1.237892
2220,2.157601,1.551665
2221,1.960303,1.853785
2222,2.337452,0.662031
2223,2.063068,1.477907
2224,2.284416,2.144113
2225,2.154371,0.667877
