Date,Russia_Total,Ukraine_Total,Russia_Destroyed,Ukraine_Destroyed,Russia_Damaged,Ukraine_Damaged,Russia_Abandoned,Ukraine_Abandoned,Russia_Captured,Ukraine_Captured,Russia_Tanks,Ukraine_Tanks,Russia_AFV,Ukraine_AFV,Russia_IFV,Ukraine_IFV,Russia_APC,Ukraine_APC,Russia_Artillery,Ukraine_Artillery,Russia_Aircraft,Ukraine_Aircraft,Russia_Vehicles,Ukraine_Vehicles,Russia_Antiair,Ukraine_Antiair,Russia_Engineering,Ukraine_Engineering,Russia_Logistics,Ukraine_Logistics,month
2022-08-21,-6,0,1,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08
2022-08-22,80,4,75,4,3,0,0,0,8,0,2,1,0,1,13,0,0,0,7,0,5,2,48,0,0,0,3,0,9,0,2022-08
2022-08-23,11,0,10,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,1,0,1,0,2022-08
2022-08-24,-10,1,0,1,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08
2022-08-25,18,1,11,0,1,0,0,0,6,1,6,1,3,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2022-08
2022-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08
2022-08-27,4,-2,2,3,0,0,0,0,4,0,2,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08
2022-08-28,18,3,16,2,1,0,1,0,0,1,9,0,0,1,4,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2022-08
2022-08-29,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2022-08
2022-08-30,13,11,11,8,2,0,0,3,0,0,2,3,3,1,2,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2022-08
2022-08-31,13,2,13,2,0,0,0,0,1,0,4,0,0,0,6,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2022-08
2022-09-01,8,6,5,6,1,0,0,0,2,0,0,5,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2022-09
2022-09-02,15,1,14,0,0,0,0,0,1,1,4,0,2,0,5,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,2022-09
2022-09-03,24,1,16,0,3,0,0,1,5,1,6,1,5,0,9,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2022-09
2022-09-04,19,9,11,7,0,2,0,0,8,0,4,2,2,0,3,2,1,3,1,0,1,2,1,0,0,0,0,0,1,0,2022-09
2022-09-05,24,3,14,3,0,0,0,0,10,0,4,0,2,1,9,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,2022-09
2022-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09
2022-09-07,71,5,49,5,0,0,0,0,22,0,11,2,3,0,19,0,4,1,8,1,1,0,11,1,0,0,1,0,2,0,2022-09
2022-09-08,48,3,15,3,1,0,1,0,31,0,6,1,1,0,21,1,1,0,3,0,0,0,10,0,0,0,1,0,2,0,2022-09
2022-09-09,38,10,9,6,0,1,0,3,29,0,8,0,2,1,9,3,2,0,2,0,0,5,14,0,2,0,0,0,0,0,2022-09
2022-09-10,65,2,25,0,1,2,0,0,39,0,12,0,4,0,16,0,1,2,6,0,1,0,17,0,1,0,3,0,9,0,2022-09
2022-09-11,100,5,5,3,0,0,1,2,94,0,24,3,11,1,31,2,0,1,3,0,0,0,20,0,0,0,5,0,7,0,2022-09
2022-09-12,102,3,45,3,0,0,0,0,57,0,14,1,15,0,20,0,2,0,15,0,4,0,14,1,0,1,4,0,7,0,2022-09
2022-09-13,79,5,42,4,0,0,0,0,37,1,25,1,9,1,18,2,2,0,5,1,1,0,10,0,0,0,1,2,7,2,2022-09
2022-09-14,68,4,14,4,1,0,0,0,53,2,10,4,4,0,21,1,5,1,8,0,0,0,9,0,0,0,1,0,8,0,2022-09
2022-09-15,48,2,19,3,3,0,0,0,26,0,8,0,11,1,11,1,1,0,3,0,0,0,5,0,0,0,2,0,4,0,2022-09
2022-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-09
2022-09-17,71,7,38,7,1,0,0,0,32,0,7,0,11,1,9,4,1,2,4,0,1,0,35,0,0,0,1,0,1,0,2022-09
2022-09-18,25,4,10,4,1,0,0,0,14,0,12,2,3,0,4,0,0,0,3,1,0,0,4,1,0,0,0,0,0,0,2022-09
2022-09-19,9,5,9,3,1,1,0,0,0,1,9,1,3,0,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2022-09
2022-09-20,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-09
2022-09-21,108,20,49,11,1,0,1,7,57,2,19,1,3,1,11,11,2,0,6,0,0,1,43,0,0,0,1,0,15,0,2022-09
2022-09-22,30,0,8,0,0,0,0,0,22,0,7,0,3,0,13,0,0,0,1,0,1,0,4,0,0,0,1,0,2,0,2022-09
2022-09-23,32,1,14,1,1,0,1,0,16,0,3,0,4,0,4,1,1,0,3,0,3,0,12,0,0,0,1,0,2,0,2022-09
2022-09-24,20,0,11,0,1,0,0,0,8,0,2,0,4,0,6,0,1,0,0,0,2,0,5,0,2,0,1,0,1,0,2022-09
2022-09-25,6,1,2,1,0,0,2,0,2,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2022-09
2022-09-26,-1,22,0,12,8,3,0,2,0,5,0,3,5,3,6,9,0,3,0,0,0,0,1,2,0,0,1,0,0,0,2022-09
2022-09-27,32,4,25,3,0,1,0,0,10,0,7,0,2,0,3,1,0,3,5,0,0,0,10,0,2,0,2,0,3,0,2022-09
2022-09-28,40,5,20,5,4,0,0,0,17,0,3,0,4,0,12,2,1,0,1,1,1,0,12,2,0,0,1,0,3,0,2022-09
2022-09-29,58,5,37,5,2,0,0,0,21,0,21,1,0,0,9,0,40,1,4,0,1,1,14,2,0,0,2,0,3,0,2022-09
2022-09-30,41,3,18,3,0,0,0,0,23,0,13,3,4,0,10,1,0,0,3,0,0,0,3,0,0,0,2,0,6,0,2022-09
2022-10-01,41,2,18,1,1,1,0,0,22,0,8,0,0,1,11,0,0,0,0,1,2,1,11,0,0,0,1,0,2,0,2022-10
2022-10-02,39,0,20,0,0,0,0,0,19,0,9,0,5,0,11,0,1,0,1,0,2,0,5,0,0,0,2,0,3,0,2022-10
2022-10-03,34,15,14,11,1,0,1,4,18,0,7,3,4,0,3,1,3,5,1,0,2,2,11,0,0,0,1,0,1,0,2022-10
2022-10-04,42,7,16,5,0,2,2,0,24,0,14,1,4,1,7,0,4,0,0,0,1,1,8,2,0,0,0,0,1,0,2022-10
2022-10-05,48,6,20,4,0,1,2,0,27,1,18,1,2,0,13,0,2,1,2,0,0,0,5,2,0,0,1,0,1,0,2022-10
2022-10-06,41,1,22,1,0,0,0,0,19,0,12,0,4,0,6,0,1,1,5,0,0,0,6,0,0,0,0,0,0,0,2022-10
2022-10-07,37,11,12,7,0,2,0,0,25,2,6,2,9,0,9,1,0,4,2,2,1,0,7,0,0,0,1,0,1,0,2022-10
2022-10-08,34,34,15,14,2,6,0,12,18,2,2,8,3,4,14,7,3,1,3,0,1,0,5,0,1,1,0,0,0,0,2022-10
2022-10-09,58,35,30,31,1,1,0,2,27,1,12,3,10,7,14,8,2,5,4,0,2,0,10,4,1,0,1,0,1,0,2022-10
2022-10-10,-4,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10
2022-10-11,55,19,35,20,2,1,0,0,19,5,13,2,3,1,10,0,5,2,6,3,1,1,15,3,0,1,0,1,1,1,2022-10
2022-10-12,30,10,15,7,1,2,0,0,14,1,5,2,1,0,7,3,2,2,3,1,0,1,6,0,1,1,0,0,0,0,2022-10
2022-10-13,-4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10
2022-10-14,67,9,42,7,1,0,0,0,24,2,8,0,9,0,7,2,3,2,6,0,0,2,8,1,0,0,0,0,3,0,2022-10
2022-10-15,23,11,13,9,0,0,1,1,9,1,5,2,3,0,8,4,1,1,1,0,0,0,3,1,0,2,0,0,1,0,2022-10
2022-10-16,9,34,4,12,0,2,2,0,3,20,5,5,1,3,1,3,0,2,0,7,0,1,2,3,0,2,0,0,0,0,2022-10
2022-10-17,279,138,232,54,2,0,0,0,49,85,46,14,28,12,95,26,10,22,14,15,1,0,67,12,2,4,8,4,16,4,2022-10
2022-10-18,25,17,16,4,1,3,0,0,8,10,7,0,1,1,6,0,1,8,6,0,0,0,4,1,0,2,1,1,1,1,2022-10
2022-10-19,7,12,0,9,0,0,1,0,8,3,0,3,0,2,2,5,2,2,4,0,2,0,3,1,0,0,0,0,1,0,2022-10
2022-10-20,24,15,18,6,0,3,1,0,5,6,5,4,4,4,4,2,1,0,2,0,1,0,2,1,0,3,2,1,2,1,2022-10
2022-10-21,11,13,5,10,2,0,0,0,4,3,1,4,0,1,5,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2022-10
2022-10-22,11,16,8,11,0,0,0,0,3,5,2,6,0,5,7,2,0,5,2,0,0,0,1,0,0,1,1,0,2,0,2022-10
2022-10-23,24,3,17,2,0,0,0,0,7,1,6,0,1,0,8,3,1,0,0,0,1,0,4,0,0,0,0,0,2,0,2022-10
2022-10-24,33,2,23,4,0,0,1,0,9,0,8,2,1,0,8,1,1,0,2,0,0,0,4,0,0,0,0,0,2,0,2022-10
2022-10-25,28,11,18,7,1,1,0,1,9,2,5,0,0,0,3,2,3,0,1,0,0,6,8,2,0,0,2,0,3,0,2022-10
2022-10-26,36,19,22,12,1,5,0,0,13,2,6,3,4,2,5,3,3,3,1,0,0,7,16,0,0,0,0,0,1,0,2022-10
2022-10-27,17,7,13,3,0,1,0,2,4,1,3,1,1,0,4,0,0,0,2,1,0,2,5,1,0,0,0,0,0,0,2022-10
2022-10-28,-33,4,0,3,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2022-10
2022-10-29,-27,6,0,9,3,0,0,0,2,0,7,0,2,0,5,6,0,0,5,2,0,0,0,0,0,1,0,0,0,0,2022-10
2022-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10
2022-10-31,47,6,33,3,3,0,1,3,10,0,10,2,2,0,15,1,0,0,4,0,3,2,9,0,0,0,0,0,2,0,2022-10
2022-11-01,-43,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,2022-11
2022-11-02,27,24,24,19,0,1,1,0,3,4,3,1,1,3,8,1,1,1,0,2,2,2,10,2,2,7,0,0,0,0,2022-11
2022-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11
2022-11-04,0,10,0,7,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,2,0,0,0,0,2022-11
2022-11-05,-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-11
2022-11-06,0,20,0,20,0,1,0,0,0,0,0,5,0,5,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0,0,2022-11
2022-11-07,90,3,58,2,10,1,1,0,21,0,25,0,1,0,34,0,2,0,1,2,0,0,12,0,3,1,4,0,7,0,2022-11
2022-11-08,16,9,8,10,0,0,0,0,9,0,5,0,0,0,1,4,1,1,1,3,3,0,1,1,1,0,0,0,1,0,2022-11
2022-11-09,30,4,18,0,0,3,2,0,11,2,10,3,2,0,8,0,5,0,3,0,4,1,4,0,0,0,1,0,1,0,2022-11
2022-11-10,46,6,25,4,3,1,0,0,18,1,5,0,5,1,13,2,0,0,11,0,0,1,7,0,0,0,0,0,2,0,2022-11
2022-11-11,48,7,34,7,0,0,1,0,13,0,11,1,3,1,8,2,4,0,1,1,0,0,17,2,1,0,1,0,1,0,2022-11
2022-11-12,47,9,30,9,0,1,1,0,16,0,1,1,5,1,22,5,2,0,7,0,0,1,6,0,2,0,2,0,2,0,2022-11
2022-11-13,62,36,47,33,0,2,0,0,15,1,8,11,4,13,11,2,1,1,8,2,6,0,16,3,2,2,0,1,1,1,2022-11
2022-11-14,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11
2022-11-15,47,12,25,8,4,3,1,0,17,1,6,2,2,3,9,0,0,3,14,1,0,0,13,1,0,0,0,0,0,0,2022-11
2022-11-16,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11
2022-11-17,24,27,7,26,3,1,1,0,13,0,3,10,9,3,7,5,3,2,5,1,0,1,0,1,0,3,0,1,1,1,2022-11
2022-11-18,31,22,14,23,4,3,0,0,13,0,5,0,1,1,6,0,0,1,4,1,4,0,5,3,0,0,0,0,1,0,2022-11
2022-11-19,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11
2022-11-20,21,2,13,1,0,0,0,0,8,1,4,0,3,0,5,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2022-11
2022-11-21,3,4,2,3,0,0,0,0,1,1,0,1,0,0,6,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2022-11
2022-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11
2022-11-23,15,15,10,14,0,0,0,0,5,1,2,0,3,3,4,2,1,1,0,0,0,3,4,3,0,0,0,0,1,0,2022-11
2022-11-24,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11
2022-11-25,23,21,16,16,0,1,0,4,7,0,8,1,0,4,4,7,1,1,2,1,0,1,3,6,0,0,1,1,1,1,2022-11
2022-11-26,29,5,25,4,0,1,1,0,3,0,4,1,1,0,2,0,0,0,3,3,0,0,12,1,0,0,1,0,2,0,2022-11
2022-11-27,23,22,20,21,1,0,1,0,1,1,3,2,2,0,10,0,2,1,1,0,0,1,4,18,0,1,0,0,0,0,2022-11
2022-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11
2022-11-29,39,2,33,0,0,0,0,0,7,2,3,0,4,0,13,0,0,2,2,0,0,0,10,4,0,0,0,0,3,0,2022-11
2022-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11
2022-12-01,24,8,14,7,0,0,0,0,10,1,7,2,1,1,4,1,0,0,2,1,0,0,8,1,0,0,0,0,1,0,2022-12
2022-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-03,48,9,32,6,0,1,1,0,15,2,8,1,4,0,9,2,0,2,2,3,0,1,10,0,1,0,0,0,2,0,2022-12
2022-12-04,0,186,0,140,0,8,0,0,0,38,0,58,0,13,0,39,0,8,0,12,0,1,0,28,0,6,0,0,0,0,2022-12
2022-12-05,24,-1,23,0,2,0,0,0,0,0,3,0,2,0,12,0,0,1,0,0,4,0,8,0,0,2,2,0,4,0,2022-12
2022-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-07,23,6,17,4,1,2,0,0,6,0,4,0,0,0,7,1,1,0,3,1,0,0,4,2,0,0,0,0,1,0,2022-12
2022-12-08,81,0,68,0,0,0,0,0,13,0,6,0,4,0,11,0,0,0,2,0,0,0,51,0,0,0,3,0,4,0,2022-12
2022-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-10,22,23,29,20,3,2,2,1,0,0,15,3,0,2,5,6,3,2,6,0,1,2,12,0,0,1,0,0,1,0,2022-12
2022-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-12,26,12,20,10,1,0,0,1,6,1,4,0,0,0,15,2,1,2,5,0,0,2,0,3,1,0,0,0,1,0,2022-12
2022-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-14,39,6,27,5,3,0,2,0,7,1,9,0,3,1,9,1,1,0,0,0,0,1,12,2,1,0,3,0,4,1,2022-12
2022-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-16,17,9,14,8,1,0,0,1,2,0,0,1,2,1,3,1,0,0,0,0,0,1,12,1,0,3,0,0,0,0,2022-12
2022-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-20,35,10,30,5,0,1,0,0,5,4,6,0,2,0,7,1,0,0,2,1,0,1,8,3,1,1,4,2,6,2,2022-12
2022-12-21,6,4,5,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,6,2,0,0,1,0,2022-12
2022-12-22,12,10,11,8,0,0,0,0,1,2,4,0,0,1,3,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2022-12
2022-12-23,3,4,1,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2022-12
2022-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-25,-65,5,0,4,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,2,0,2022-12
2022-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-27,26,5,18,5,5,0,0,0,3,0,7,0,3,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2022-12
2022-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-29,32,10,21,9,2,1,2,0,7,0,9,0,4,4,8,1,0,3,2,0,0,0,3,1,0,0,1,0,3,0,2022-12
2022-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12
2022-12-31,31,16,25,12,2,0,0,1,7,3,7,1,1,1,3,6,3,0,2,1,0,0,7,5,1,2,1,0,4,0,2022-12
2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-03,30,22,23,19,0,2,0,0,8,1,3,2,7,6,7,6,0,2,3,1,0,0,7,0,0,0,0,0,0,0,2023-01
2023-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-05,30,6,20,0,0,2,1,0,9,8,4,0,1,0,10,2,0,0,0,0,1,2,10,0,1,0,1,1,1,1,2023-01
2023-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-07,14,5,13,2,1,3,0,0,5,0,3,0,0,1,6,0,1,1,1,1,0,1,3,1,0,0,0,0,0,0,2023-01
2023-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-09,47,32,38,18,0,4,0,0,9,10,5,3,1,0,7,3,3,1,5,2,1,1,15,11,2,2,2,0,5,0,2023-01
2023-01-10,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-11,35,16,28,11,0,4,0,0,7,1,6,3,1,0,7,1,2,2,2,4,0,0,15,2,0,0,0,2,1,2,2023-01
2023-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-13,30,12,24,10,1,1,0,0,5,1,5,1,3,2,4,0,0,2,3,1,0,0,10,3,0,0,1,0,1,0,2023-01
2023-01-14,-53,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-15,17,38,13,36,1,1,0,1,3,0,0,1,3,3,8,1,2,0,1,8,0,0,2,0,0,21,0,0,0,0,2023-01
2023-01-16,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-17,28,7,24,6,1,0,0,0,3,2,5,0,0,0,15,2,0,2,1,0,0,0,5,2,0,0,1,0,1,0,2023-01
2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-19,49,26,32,22,3,1,0,0,15,3,11,1,3,1,8,5,2,1,4,1,0,3,10,8,2,3,0,1,0,1,2023-01
2023-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-21,33,9,22,4,1,0,0,1,10,4,4,0,2,1,8,2,0,0,3,0,0,6,10,0,0,0,0,0,2,0,2023-01
2023-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-01
2023-01-23,33,1,15,0,6,0,5,0,7,2,8,0,0,0,17,1,0,0,2,0,0,0,5,0,0,0,0,0,2,0,2023-01
2023-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-25,36,7,30,5,1,1,2,1,3,0,4,0,5,1,10,2,1,0,5,2,0,0,3,0,2,0,1,0,2,0,2023-01
2023-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-27,4,14,0,12,5,2,1,1,0,0,4,1,0,0,12,3,0,1,2,4,0,0,1,1,0,2,0,0,0,0,2023-01
2023-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-29,62,20,50,9,1,2,5,0,6,9,11,3,4,1,7,7,2,0,7,4,0,1,8,1,0,0,1,2,1,2,2023-01
2023-01-30,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01
2023-01-31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-01
2023-02-01,48,0,40,0,3,0,1,0,4,0,7,0,4,0,7,0,0,0,3,0,0,0,11,0,1,0,0,0,0,0,2023-02
2023-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-03,18,31,14,15,1,3,1,3,2,10,2,8,1,2,5,3,0,2,4,2,0,5,3,5,1,0,0,0,0,0,2023-02
2023-02-04,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-06,15,2,9,2,0,0,3,0,3,0,5,0,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-07,51,16,34,13,5,0,8,0,4,6,10,0,3,2,16,1,0,0,0,1,3,0,4,2,3,0,2,0,7,0,2023-02
2023-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-09,68,3,48,3,4,0,16,0,0,0,25,0,4,0,15,2,0,0,8,0,2,1,4,0,2,1,3,0,4,0,2023-02
2023-02-10,36,4,11,4,0,0,24,0,2,0,7,0,3,1,16,0,0,0,5,1,0,1,2,1,0,0,0,0,0,0,2023-02
2023-02-11,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2023-02
2023-02-12,38,24,31,11,1,2,3,1,3,10,9,4,5,3,10,10,0,0,1,3,0,0,12,0,1,0,0,0,0,0,2023-02
2023-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-14,31,10,19,8,6,1,6,0,0,1,6,0,2,1,13,2,0,0,5,2,1,1,0,0,0,0,0,0,0,0,2023-02
2023-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-17,42,13,27,8,3,4,2,1,10,0,15,6,0,0,11,1,1,0,1,2,0,1,5,0,0,1,3,0,3,0,2023-02
2023-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-19,-9,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-20,54,22,44,17,4,0,4,1,2,4,16,3,3,1,13,5,1,1,1,0,1,6,11,4,0,0,3,0,5,0,2023-02
2023-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2023-02
2023-02-22,26,0,18,9,2,1,7,0,0,0,7,0,1,0,12,0,1,0,4,5,1,1,0,0,0,1,0,3,0,4,2023-02
2023-02-23,25,1,23,1,1,0,0,0,3,0,3,0,4,0,10,0,0,0,3,0,1,0,3,0,0,0,2,1,2,1,2023-02
2023-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
2023-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02
